tvojih	4.8445153
hotijaše	8.022569
vašem	5.719984
naročito	8.022569
vašeg	6.0766587
htjedoše	8.022569
ga	0.5242531
preda	4.033585
time	2.7444544
htjeh	8.022569
jer	0.6947884
njenome	8.022569
tima	2.2204506
skoro	3.8954346
naprema	8.022569
pljus	6.0766587
htjet	6.2308097
jesenas	8.022569
nasuprot	6.413131
bismo	4.2383795
gdje	1.9634458
jesmo	5.1893554
posve	4.7267323
njima	2.6426716
he	2.5629835
odveć	6.923957
oho	3.718504
ispred	4.5260615
njime	5.2499804
dede	8.022569
hajde	5.8253446
biti	1.4800969
bit	1.0032723
našemu	8.022569
ikako	3.911695
bio	1.5409918
svom	3.8636858
izdaleka	8.022569
onda	1.3985037
bih	2.328837
tome	1.8019788
njihov	2.3913572
utaman	8.022569
nek	0.95952076
preksutra	7.329422
poput	3.6918356
mada	4.5260615
nego	1.4815389
jučer	4.033585
de	0.64293677
hotijaste	8.022569
njihovim	4.6903644
ukoliko	4.3089967
prilično	4.9780464
njihovih	5.1321974
negoli	6.636275
do	0.3648137
namjesto	8.022569
sred	2.9411645
njenoj	5.8253446
njenom	5.1893554
onima	3.5682216
htjednem	8.022569
a	0.001969797
o	0.0055912
duž	3.545232
usprkos	5.8253446
k	0.03640409
sigurno	2.7702956
bla	3.2776368
i	0.0046022437
aha	3.7321095
preksinoć	8.022569
eh	2.5172374
tomu	6.2308097
u	0.0062510483
s	0.0029561527
ondje	6.923957
onamo	8.022569
ikamo	6.923957
ej	2.302257
tvojim	4.496208
umjesto	3.6158497
haj	4.7267323
vašim	5.8253446
vaših	6.636275
tvojeg	5.026837
bok	4.467221
njegovu	4.3849826
moje	3.3130388
moja	3.9282243
onegdje	6.636275
onime	6.923957
mojima	8.022569
isred	8.022569
njegovo	3.3975961
mjesto	3.066742
jao	3.088095
nesumnjivo	6.923957
njegove	3.879434
samo	1.0360025
bi	0.27583605
njegovi	3.962126
ovaj	2.4813054
otad	5.4576197
da	0.12713294
sada	2.3735948
daj	1.9177758
obnoć	8.022569
povrh	8.022569
moji	3.9450314
vjerojatno	3.102588
htijah	8.022569
uoči	4.9315267
kukuriku	8.022569
moju	4.9315267
onako	3.3686087
tamo	2.588847
svog	3.8481817
nam	1.2609962
van	1.047155
budemo	5.719984
preklani	8.022569
bile	3.5682216
svoj	1.3454854
dogodine	6.636275
bili	2.0137558
vas	2.9536648
nad	1.8592541
bilo	1.4757836
ama	1.1619053
vau	7.329422
hoteći	8.022569
kva-kva	8.022569
unatoč	4.6903644
njihovome	8.022569
niti	1.6699395
njegovog	5.3835115
nama	2.5295074
njenoga	8.022569
mnome	8.022569
onaj	2.9856164
tako	1.3709971
ali	0.52869505
njegova	3.653121
njegovoj	4.6903644
njegovom	4.7267323
odakle	5.1893554
oduvijek	5.5376625
pak	2.156101
tvoga	6.2308097
htjeste	8.022569
ispod	4.6903644
našega	7.329422
odatle	5.8253446
svojima	6.413131
hotjevši	8.022569
igdje	3.545232
tvojem	5.2499804
hehe	5.1893554
nisu	1.7126507
ako	0.38485253
hoćeš	4.411651
zar	2.554509
nisi	2.8867705
bjehu	8.022569
nas	1.248345
nadohvat	8.022569
natrag	5.3835115
ah	1.8741007
jedva	5.07813
hej	6.0766587
vani	3.6787636
no	0.16857585
krc	5.9431276
bjeste	8.022569
njezinog	6.2308097
niotkuda	8.022569
jeste	4.0713253
prema	2.1936233
uistinu	8.022569
rano	2.5502982
vrlo	3.0738091
njezinom	6.636275
od	0.2519237
porad	6.636275
unutra	4.5568333
našom	6.413131
našoj	5.5376625
oj	0.26423547
glede	3.962126
ovuda	8.022569
straga	5.1321974
oh	2.7343018
